perfil,cenario,run,Aleatório_custo,Aleatório_cobertura,Aleatório_overlaps,Aleatório_conectividade,PSO_custo,PSO_cobertura,PSO_overlaps,PSO_conectividade,GWO_custo,GWO_cobertura,GWO_overlaps,GWO_conectividade,WOA_custo,WOA_cobertura,WOA_overlaps,WOA_conectividade,SSA_custo,SSA_cobertura,SSA_overlaps,SSA_conectividade,CS_custo,CS_cobertura,CS_overlaps,CS_conectividade
C_rede_prioritaria,100x100_suficiente,19,0.4158587426248916,0.4878,6,0.5,0.10117054092204639,0.6644,5,1.0,0.09579352624110124,0.6808,1,1.0,0.1032199797132258,0.6582,6,1.0,0.11975901776623717,0.6202,11,1.0,0.12716490713405157,0.6001,8,1.0
C_rede_prioritaria,100x100_suficiente,20,0.32461205712400976,0.4755,11,0.7,0.09638771454910268,0.6816,8,1.0,0.10506188661487402,0.6509,3,1.0,0.11050497360658047,0.6334,5,1.0,0.1121599320231979,0.6405,9,1.0,0.13287553870652521,0.58,9,1.0
C_rede_prioritaria,100x100_redundante,1,0.16351186791797256,0.6138,23,0.9333,0.04922633124929208,0.8436,15,1.0,0.03565598420665349,0.8945,23,1.0,0.05031589100512937,0.8445,19,1.0,0.07013351542298663,0.7916,23,1.0,0.08858675125479214,0.7307,14,1.0
C_rede_prioritaria,100x100_redundante,2,0.24958010985709297,0.4656,30,0.8667,0.042723241213449406,0.8704,23,1.0,0.08415912960556164,0.7412,21,1.0,0.053192460777366446,0.831,18,1.0,0.08171248769456088,0.7652,25,1.0,0.07611495854375884,0.7745,20,1.0
C_rede_prioritaria,100x100_redundante,3,0.14786386169734278,0.5738,31,1.0,0.04351982752853714,0.8632,20,1.0,0.04568402457259851,0.8672,20,1.0,0.05039561499450032,0.8451,19,1.0,0.0765116610942355,0.7722,18,1.0,0.07604988340423603,0.7652,17,1.0
C_rede_prioritaria,100x100_redundante,4,0.1257737010856622,0.6334,29,1.0,0.04354593715167178,0.8621,17,1.0,0.033747944079821325,0.9019,23,1.0,0.045640357104625204,0.8584,17,1.0,0.07619076690762402,0.775,19,1.0,0.08468580469722073,0.7432,17,1.0
C_rede_prioritaria,100x100_redundante,5,0.28506176926700477,0.6342,15,0.6667,0.04389035491801003,0.8637,20,1.0,0.0341533612346768,0.8978,21,1.0,0.045008160912293566,0.8669,19,1.0,0.085268164307002,0.748,21,1.0,0.0812802797288192,0.7546,19,1.0
C_rede_prioritaria,100x100_redundante,6,0.15585833492032122,0.5524,25,1.0,0.03710133301088012,0.8881,23,1.0,0.04251056222780553,0.8762,23,1.0,0.0630379785873481,0.8062,15,1.0,0.08248093320359413,0.7535,20,1.0,0.08891653162914452,0.73,18,1.0
C_rede_prioritaria,100x100_redundante,7,0.10871352504279247,0.6741,21,1.0,0.0458178562807738,0.8607,22,1.0,0.03504963657848526,0.8964,22,1.0,0.05322909677564247,0.8379,16,1.0,0.08661393436894169,0.745,23,1.0,0.08732597567193916,0.7322,14,1.0
C_rede_prioritaria,100x100_redundante,8,0.2581212058904776,0.6236,17,0.7333,0.04693654720270296,0.8527,21,1.0,0.04479671568480625,0.868,21,1.0,0.05415025477270726,0.8314,21,1.0,0.08686448764152471,0.7374,20,1.0,0.07359167006678997,0.7817,20,1.0
C_rede_prioritaria,100x100_redundante,9,0.27443796854949276,0.5795,21,0.7333,0.05029797995908629,0.8405,18,1.0,0.035028600952722304,0.897,22,1.0,0.04523300290443458,0.8636,19,1.0,0.09111937713704227,0.7343,23,1.0,0.08081777797000939,0.7637,22,1.0
C_rede_prioritaria,100x100_redundante,10,0.27253806159676924,0.6771,14,0.6667,0.051751188041423646,0.836,21,1.0,0.04362060392310856,0.8699,21,1.0,0.05949026499668805,0.8126,14,1.0,0.07168001792659703,0.7885,15,1.0,0.08514479993366683,0.7438,18,1.0
C_rede_prioritaria,100x100_redundante,11,0.10638959709787196,0.6849,24,1.0,0.04773851558031579,0.8519,21,1.0,0.04742924844466277,0.861,23,1.0,0.05556014803754469,0.8288,19,1.0,0.0932601085422069,0.7217,21,1.0,0.07727089134030982,0.7648,18,1.0
C_rede_prioritaria,100x100_redundante,12,0.16397408585727818,0.6092,18,0.9333,0.04572030739728028,0.8596,21,1.0,0.03680630400264462,0.8915,22,1.0,0.035022308601158285,0.8995,25,1.0,0.06792012371228401,0.8016,24,1.0,0.08234075705646046,0.755,16,1.0
C_rede_prioritaria,100x100_redundante,13,0.34691342874557224,0.5688,25,0.6,0.037377080023385974,0.8846,20,1.0,0.055063964292933434,0.835,22,1.0,0.04505852094848602,0.8603,18,1.0,0.0724763173372196,0.7823,15,1.0,0.07208404738869888,0.7891,20,1.0
